,body
762,'افزایش بیش از ۲۰۰ درصد میتونن نماد رو تا ۶۰ روز بسته نگه دارند'
763,'بعضی ها می‌گفتند ی ماه دیگه باز میشه ، ی ماه رد شد چی شد پس'
764,'می ذارن یه وقتی نماد رو باز می کنن که بازار شروع به اصلاح کرده، یعنی حالا چه وقت افزایش سرمایه بود، اصلا به فکر سهامدار بیچاره نیستن که 60 درصد تو ضرر هست'
765,'بیش از  ۵۰ درصد رشد از همگروهیش فرابورس و کالا عقب هست به خاطر  تعطیل بودنش.'
766,'کسی اطلاع داره نماد بورس چ تاریخی بازگشایی میشه؟'
767,'سهم‌را به هرکس اختصاص بدهند مسکلی نداره هر کس سهمداره دنبال افزایش قیمت وسوده'
768,'چه ضرب المثل قشنگیه:
769,فلانی دستش به گوشت نمی رسید می گفت بو میده'
770,'استاد زدایکس … میزنن  
771,۱۱۰٪ سود تو عمرش ندیده بنده خدا عجب تحلیل بنیادی دارن!
772,بنیاد هرچی بورس بهم ریخت😂'
773,'بازار دیگه تکنیکالی پیش نمیره فقط بنیادی تجربه من تا الان بوده هر سهمی در بازار ایران  قبل از اینکه بره مجمع میرسونندش به ارزش ذاتیش بعد میبرن مجمع بخاطر همین خیلی نمادها قبل از افزایش سرمایه تو اوج هستند و بعد از افزایش سرمایه اصلاح میکنند
774,نماد سوپر لاکچری بورس هم که من خودم با یکصدر درصد خروج زدم ازش بیرون دلیل اینکه اصلاح کرد تا ۲۲۰۰ به این خاطر بود که ارزش ذاتیش ۳۸۰۰ بود با ۲۰۰ حباب ۴ تومن بخاطر همین بعد از عید اونجا کسی نمیخریدش چن ارزشش همون بود حقوقی ۵۰ درصد آوردنش پایین و ینفر مثل من وقتی دید نصف قیمته با کله پرید توش و وقتی رسید به ارزش ذاتیشدفرار کرد واسه همینه که میگم بعد از باز شدن حداقل ۵۰ درصد میاد پایین و بعد دوباره میاد همینجا که هست '
775,'باز میشه و از همین نقطه می‌ریزه میاد پایین'
776,'امروز پیام اومد که باز میشه پس چرا باز نشد؟'
777,'امروز شنیدم که ۶ ماه باید طول بکشه باز شدنش.'
778,'امروز ساعت 10 باز میشه ؟'
779,'دوستان مواظب باشید بازی جدید شروع شد . این بازی دو طرفه است . تا کل سهام های فراکاب رو از دست حقیقی ها در بیارن . 
780,عطف به نامه شماره 121/153021 مورخ 1400/05/31 در خصوص اجرای بند 5 ششصد و هشتاد و یکمین صورتجلسه هیأت مدیره محترم سازمان بورس و اوراق بهادار در رابطه با ادغام تدریجی نمادهای معاملاتی بورسها، به استحضار میرساند مقرر شده است در راستای اجرای تدیجی مصوبه مزبور و در گام نخست، 5 درصد از سهام شرکت بورس اوراق بهادار تهران متعلق به سهامداران دسته نهادهای مالی و فعالان به دسته سایر اشخاص (نماد بورس) انتقال یابد و قابلیت معامله برای آنها در نماد بورس فراهم گردد.'
781,'۲۰ شهریور احتمالا باز بشه'
782,'سود سهام بورس  اول برج هفت واریز خواهد شد مبلغ۴۵۰ ریال از طریق سجام به حساب افراد'
783,'بنظرم هفته اول و یا دوم مهر ماه بازگشایی انجام بشه.'
784,'حجم معاملات مهم نیست مهم ارزش معاملات هست که فعلا عدد خوبی هست. البته برای فرابورس بالاتر از بورسه
785,سود اصلی فراکابی ها از همین ارزش معاملات بالاست'
786,'کسی اطلاع از زمان بازگشایی داره؟'
787,'حجم معاملات داره میره بالا عالیه'
788,'دوستان یک سوال ؟ با وجود این تعداد سهام جایزه میانگین خریدمان تغییری نمیکند ؟'
789,'نگرانم یه زمانی باز بشه که بازار نزولی باشه'
790,'تا موقعی که افزایش سرمایه در اداره ثبت شرکتها  به ثبت نرسد باز نمیشه قراره با سهام جایزه باهم باز بشوند که اگر اینجوری باز شوند به ضرر سهامدارها هست چون موقع بازشدن بعد از مدت طولانی افزایش چشمگیری نخواهد داشت باید اول خود نماد باز بشه بعد از یکماه سهام جایزه'
791,'سلام دوستان جهت اطلاع  کسانی که میپرسن کی باز میشه . برای افزایش سرمایه ۲۰۰٪شرکت میتونه۳۰ تا ۶۰ روز بسته بمونه
792,بستگی به فرایندها افزایش سرمایه و ارزش گذاری داره'
793,'کسی میدونه بورس کی باز میکنه؟'
794,'بورس ده تا شماره تلفن داره 
795,۰۲۱۲۶۷۴۱۱۷۱۸۱دورقم الی ۹۱ من چند بارزدم موفق نشدم اگر کسی اطلاع پیدا کرد از زمان باز گشایی  به ماهم اطلاع بده با تشکر'
796,'سهم کنور با با ۳۳۴ درصد افزایش سرمایه نهم مرداد ۵/۱۹ بسته شد امروز باز شد ولی معاملات تایید نشد پس جرا بورس باز نمیشه ؟ دوستان لطفاً جواب بدهند ممنون'
797,'دوستان من اشتباه متوجه شدم یا خیر
798,میزان افزایش سرمایه ۱۰۰۰ میلیارد تومنه و سرمایه قبلی هم ۴۰۰ میلیارد بوده 
799,ولی مارکت سهم ۱۴۰۰۰ میلیارد تومنه 
800,امید وارم من اشتباه کرده باشم'
801,'دوستان بفرماید سود نقدی کی واریز میشه'
802,'فرابورس هم افزایشش به اندازه بورس بوده برو تو کدالش ببینید'
803,'متاسفانه این سهم اواخر شهریور بازگشایی میشه، فرابورس چون ۱۵۰ درصد بوده زود باز شد اما بورس ۲۵۰ درصد افزایش داشته و باید دوماه بسته بمونه که میفته آخر شهریور'
804,'دوستانی که اطلاعات ندارند لطفا اظهار نظر در باره تاریخ بازشدن نماد نکنند اون سهم جایزه است که چند ماه طول میکشه ولی خود نماد مثل فرابورس حدودا ۲۰ روز طول میکشه باز میشه فرا بورس هم دقیق همینقدر افزایش سرمایه داشته'
805,'فرا بورس هم بیشتر از ۲۰۰درصد افزایش سرمایه داشته پس چرا دوماه بسته نشد'
806,'سلام 
807,از دوستان عزیز لطفا میشه یکی شماره تلفن امورسهام و آدرس سایت امور سهام رو اینجا اعلم کنه .ممنون'
808,'آخر ماه باز میشه احتمالا چون حداقل 26رپز و حداکثر 3ماه بسته میمونه'
809,'من امروز زنگ زدم شرکت پرسیدم، گفتن چون افزایش سرمایه بیش از 200 درصد بوده باید حداقل نماد دو ماه بسته بمونه تا روزیکه افزایش سرمایه هم قابل معامله باشه لذا گویا حداقل تا 30 شهریور بسته خواهد بود یه نکته رو هم عرض کنم که نظر شخصی من هست و هر کسی خودش صلاح مملکت خودش رو بهتر میدونه اینکه من به هیچ عنوان نگران این سهم نیستم و همیشه از نگه داشتنش سود و از فروختنش ضرر کردم'
810,'سلام خیلی از دوستان میگن چرا باز نمیشه الان یک ماه بسته شده بعضی ها هم جو درست میکنن میگن س 3ماه دیگه 6ماه دیگه عزیزان شما داخل کدال سر بزنین چطور حساب کردین یک ماه هست بسته شده تاریخ ششم همین ماه مجمع بوده هفتم هم ...تا امروز میشه 10روز فرابورس21 روز بعد از مجمع باز شد به صبر نیکو گردد...'
